 iteration      100/  200000 | consumed samples:         3200 | elapsed time per iteration (ms): 471.2 | learning rate: 4.495E-05 | global batch size:    32 | lm loss: 1.785777E-02 | loss scale: 4194304.0 | grad norm: 0.008 | number of skipped iterations:  11 | number of nan iterations:   0 |
 iteration   113800/  200000 | consumed samples:      3641600 | elapsed time per iteration (ms): 388.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.720541E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   113900/  200000 | consumed samples:      3644800 | elapsed time per iteration (ms): 334.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.416765E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   114000/  200000 | consumed samples:      3648000 | elapsed time per iteration (ms): 360.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.557765E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   114100/  200000 | consumed samples:      3651200 | elapsed time per iteration (ms): 372.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.409148E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   114200/  200000 | consumed samples:      3654400 | elapsed time per iteration (ms): 344.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.463829E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   114300/  200000 | consumed samples:      3657600 | elapsed time per iteration (ms): 375.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.396747E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   114400/  200000 | consumed samples:      3660800 | elapsed time per iteration (ms): 334.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.420963E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   114500/  200000 | consumed samples:      3664000 | elapsed time per iteration (ms): 364.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.438430E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   114600/  200000 | consumed samples:      3667200 | elapsed time per iteration (ms): 410.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.413085E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   114700/  200000 | consumed samples:      3670400 | elapsed time per iteration (ms): 469.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.394333E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration   114800/  200000 | consumed samples:      3673600 | elapsed time per iteration (ms): 361.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.567909E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   114900/  200000 | consumed samples:      3676800 | elapsed time per iteration (ms): 355.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.587691E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   115000/  200000 | consumed samples:      3680000 | elapsed time per iteration (ms): 330.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.172447E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   115100/  200000 | consumed samples:      3683200 | elapsed time per iteration (ms): 338.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.374200E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   115200/  200000 | consumed samples:      3686400 | elapsed time per iteration (ms): 348.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.320001E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   115300/  200000 | consumed samples:      3689600 | elapsed time per iteration (ms): 422.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.671880E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   115400/  200000 | consumed samples:      3692800 | elapsed time per iteration (ms): 374.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.434636E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   115500/  200000 | consumed samples:      3696000 | elapsed time per iteration (ms): 338.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.225140E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   115600/  200000 | consumed samples:      3699200 | elapsed time per iteration (ms): 334.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.464685E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   115700/  200000 | consumed samples:      3702400 | elapsed time per iteration (ms): 355.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.290851E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   115800/  200000 | consumed samples:      3705600 | elapsed time per iteration (ms): 345.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.214839E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   115900/  200000 | consumed samples:      3708800 | elapsed time per iteration (ms): 311.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.421464E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   116000/  200000 | consumed samples:      3712000 | elapsed time per iteration (ms): 349.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.375963E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   116100/  200000 | consumed samples:      3715200 | elapsed time per iteration (ms): 342.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.377639E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   116200/  200000 | consumed samples:      3718400 | elapsed time per iteration (ms): 326.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.395921E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   116300/  200000 | consumed samples:      3721600 | elapsed time per iteration (ms): 307.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.227287E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   116400/  200000 | consumed samples:      3724800 | elapsed time per iteration (ms): 327.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.289362E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   116500/  200000 | consumed samples:      3728000 | elapsed time per iteration (ms): 338.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.326690E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   116600/  200000 | consumed samples:      3731200 | elapsed time per iteration (ms): 352.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.174377E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   116700/  200000 | consumed samples:      3734400 | elapsed time per iteration (ms): 294.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.328871E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   116800/  200000 | consumed samples:      3737600 | elapsed time per iteration (ms): 286.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.195725E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   116900/  200000 | consumed samples:      3740800 | elapsed time per iteration (ms): 317.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.209667E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   117000/  200000 | consumed samples:      3744000 | elapsed time per iteration (ms): 332.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.502760E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   117100/  200000 | consumed samples:      3747200 | elapsed time per iteration (ms): 339.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.476839E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   117200/  200000 | consumed samples:      3750400 | elapsed time per iteration (ms): 313.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.187822E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   117300/  200000 | consumed samples:      3753600 | elapsed time per iteration (ms): 282.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.419739E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   117400/  200000 | consumed samples:      3756800 | elapsed time per iteration (ms): 282.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.427899E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   117500/  200000 | consumed samples:      3760000 | elapsed time per iteration (ms): 281.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.308556E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   117600/  200000 | consumed samples:      3763200 | elapsed time per iteration (ms): 305.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.387109E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   117700/  200000 | consumed samples:      3766400 | elapsed time per iteration (ms): 351.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.219950E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   117800/  200000 | consumed samples:      3769600 | elapsed time per iteration (ms): 360.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.423470E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   117900/  200000 | consumed samples:      3772800 | elapsed time per iteration (ms): 462.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.195654E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   118000/  200000 | consumed samples:      3776000 | elapsed time per iteration (ms): 383.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.367962E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   118100/  200000 | consumed samples:      3779200 | elapsed time per iteration (ms): 346.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.348965E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   118200/  200000 | consumed samples:      3782400 | elapsed time per iteration (ms): 393.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.303248E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   118300/  200000 | consumed samples:      3785600 | elapsed time per iteration (ms): 350.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.269260E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   118400/  200000 | consumed samples:      3788800 | elapsed time per iteration (ms): 386.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.289585E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   118500/  200000 | consumed samples:      3792000 | elapsed time per iteration (ms): 406.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.284535E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
